name,selling_price,km_driven,fuel,transmission,owner,mileage,engine,seats,year
Tata Tiago 1.05 Revotorq XZ,400000,35000,Diesel,Manual,Second Owner,27.28 kmpl,1047 CC,5,2016
Tata New Safari DICOR 2.2 GX 4x2,500000,80000,Diesel,Manual,First Owner,13.93 kmpl,2179 CC,7,2009
Mahindra Xylo E4 ABS BS IV,320000,120000,Diesel,Manual,First Owner,11.68 kmpl,2498 CC,7,2012
Mahindra XUV500 W8 2WD,750000,90000,Diesel,Manual,Second Owner,15.1 kmpl,2179 CC,7,2014
Mahindra Bolero Power Plus SLE,620000,100000,Diesel,Manual,First Owner,16.5 kmpl,1493 CC,7,2017
Maruti Swift Dzire ZDi,300000,120000,Diesel,Manual,Third Owner,19.3 kmpl,1248 CC,5,2011
Hyundai Creta 1.6 SX Option Executive,1405000,15000,Petrol,Manual,First Owner,15.8 kmpl,1591 CC,5,2018
Maruti Alto 800 LX,282000,15000,Petrol,Manual,First Owner,24.7 kmpl,796 CC,5,2017
Maruti Swift Dzire AMT VXI,700000,15000,Petrol,Automatic,First Owner,21.21 kmpl,1197 CC,5,2017
Ford Figo Aspire 1.5 TDCi Titanium,700000,70000,Diesel,Manual,First Owner,25.83 kmpl,1498 CC,5,2017
Ford EcoSport 1.5 TDCi Titanium BSIV,600000,135000,Diesel,Manual,First Owner,22.77 kmpl,1498 CC,5,2015
Skoda Rapid 1.6 TDI Ambition,290000,80000,Diesel,Manual,Second Owner,20.5 kmpl,1598 CC,5,2012
Chevrolet Cruze LTZ AT,430000,80000,Diesel,Automatic,Second Owner,18.1 kmpl,1991 CC,4,2011
Hyundai i20 1.2 Magna Executive,575000,19000,Petrol,Manual,First Owner,18.6 kmpl,1197 CC,5,2017
Hyundai Creta 1.6 VTVT E Plus,875000,42000,Petrol,Manual,First Owner,15.29 kmpl,1591 CC,5,2017
Maruti Wagon R LXI BSIII,180000,77000,Petrol,Manual,First Owner,18.9 kmpl,998 CC,5,2010
Maruti Ritz VDi,229999,120000,Diesel,Manual,First Owner,23.2 kmpl,1248 CC,5,2012
Toyota Glanza G CVT,800000,10000,Petrol,Automatic,First Owner,19.56 kmpl,1197 CC,5,2019
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,60000,110000,Petrol,Manual,Third Owner,16.5 kmpl,995 CC,5,2009
Maruti SX4 Vxi BSIII,150000,110000,Petrol,Manual,First Owner,15.0 kmpl,1586 CC,5,2009
Tata Indigo Grand Dicor,100000,90000,Diesel,Manual,Third Owner,23.57 kmpl,1396 CC,5,2007
Hyundai Creta 1.6 Gamma SX Plus,900000,90000,Petrol,Manual,First Owner,15.29 kmpl,1591 CC,5,2015
Hyundai i20 1.4 Asta Option,850000,50000,Diesel,Manual,First Owner,22.54 kmpl,1396 CC,5,2018
Chevrolet Beat Diesel LT,220000,50000,Diesel,Manual,First Owner,25.44 kmpl,936 CC,5,2014
Maruti Alto 800 LXI,250000,40000,Petrol,Manual,Second Owner,22.74 kmpl,796 CC,5,2014
Tata Indica Vista Quadrajet LS,125000,120000,Diesel,Manual,First Owner,22.3 kmpl,1248 CC,5,2012
Hyundai Creta 1.6 SX,1200000,27000,Petrol,Manual,First Owner,15.8 kmpl,1591 CC,5,2018
Tata Indigo CR4,250000,100000,Diesel,Manual,First Owner,23.57 kmpl,1396 CC,5,2013
Hyundai i20 Sportz 1.4 CRDi,440000,70000,Diesel,Manual,Second Owner,22.54 kmpl,1396 CC,5,2014
Tata Tiago 1.2 Revotron XT,400000,40000,Petrol,Manual,First Owner,23.84 kmpl,1199 CC,5,2017
Maruti 800 Std,50000,62000,Petrol,Manual,First Owner,16.1 kmpl,796 CC,4,2002
Hyundai Verna VTVT 1.6 SX Option,1000000,10000,Petrol,Manual,First Owner,17.0 kmpl,1591 CC,5,2018
Honda City i DTEC VX,600000,160000,Diesel,Manual,First Owner,25.1 kmpl,1498 CC,5,2014
Hyundai i20 1.2 Asta,250000,60000,Petrol,Manual,First Owner,17.0 kmpl,1197 CC,5,2010
Mahindra Bolero SLE,310000,110000,Diesel,Manual,First Owner,13.6 kmpl,2523 CC,7,2009
Maruti Wagon R VXI,120000,60000,Petrol,Manual,Fourth & Above Owner,18.9 kmpl,998 CC,5,2005
Mahindra Xylo E4 BS III,390000,78000,Diesel,Manual,First Owner,11.68 kmpl,2498 CC,7,2014
Hyundai Santro Sportz BSIV,458000,30000,Petrol,Manual,First Owner,20.3 kmpl,1086 CC,5,2019
Ford EcoSport 1.5 Diesel Titanium BSIV,950000,20000,Diesel,Manual,First Owner,23.0 kmpl,1498 CC,5,2018
Maruti Swift Dzire VXI 1.2 BS IV,650000,21000,Petrol,Manual,First Owner,22.0 kmpl,1197 CC,5,2017
Maruti Swift Star VDI,400000,70000,Diesel,Manual,First Owner,22.9 kmpl,1248 CC,5,2013
Hyundai Grand i10 AT Asta,400000,70000,Petrol,Automatic,Second Owner,18.9 kmpl,1197 CC,5,2015
Maruti Alto LX,100000,42500,Petrol,Manual,First Owner,19.7 kmpl,796 CC,5,2006
Hyundai i10 Asta,350000,25000,Petrol,Manual,First Owner,20.36 kmpl,1197 CC,5,2012
Tata Aria Prestige 4x2,450000,80000,Diesel,Manual,Second Owner,13.7 kmpl,2197 CC,7,2013
Mahindra Scorpio 2.6 DX,350000,90000,Diesel,Manual,First Owner,12.7 kmpl,2609 CC,8,2006
Volkswagen Polo Diesel Trendline 1.2L,250000,80000,Diesel,Manual,Fourth & Above Owner,22.07 kmpl,1199 CC,5,2010
Mahindra Bolero 2011-2019 ZLX,450000,146000,Diesel,Manual,Second Owner,15.96 kmpl,2523 CC,7,2013
Maruti 800 AC BSIII,157000,47200,Petrol,Manual,Third Owner,16.1 kmpl,796 CC,4,2013
Mahindra XUV500 W11 Option BSIV,1500000,60000,Diesel,Manual,First Owner,15.1 kmpl,2179 CC,7,2018
Mahindra XUV500 W11 Option BSIV,1500000,60000,Diesel,Manual,First Owner,15.1 kmpl,2179 CC,7,2018
Tata Indica GLS BS IV,75000,100000,Petrol,Manual,Second Owner,15.3 kmpl,1193 CC,5,2007
Chevrolet Tavera B1-10 seats BSII,280000,100000,Diesel,Manual,Second Owner,14.8 kmpl,2499 CC,10,2010
Hyundai i20 Magna 1.2,600000,35000,Petrol,Manual,First Owner,18.6 kmpl,1197 CC,5,2015
Tata Sumo CX,250999,120000,Diesel,Manual,Fourth & Above Owner,15.3 kmpl,2956 CC,7,2012
Toyota Corolla Altis 1.8 Sport,350000,80000,Petrol,Manual,Second Owner,12.5 kmpl,1794 CC,5,2010
Renault KWID 1.0 RXT Optional,300000,34000,Petrol,Manual,First Owner,23.01 kmpl,999 CC,5,2016
Renault Duster 85PS Diesel RxS,819999,50000,Diesel,Manual,First Owner,19.87 kmpl,1461 CC,5,2017
Tata Indigo TDI,409999,100000,Diesel,Manual,Second Owner,19.61 kmpl,1405 CC,5,2010
Hyundai Verna 1.6 Xi ABS,275000,52000,Petrol,Manual,Second Owner,13.9 kmpl,1599 CC,5,2008
Maruti Ertiga VDI,497000,110000,Diesel,Manual,First Owner,20.77 kmpl,1248 CC,7,2013
Hyundai i20 Asta 1.2,500000,70000,Petrol,Manual,First Owner,18.6 kmpl,1197 CC,5,2015
Mahindra Bolero 2011-2019 Camper,170000,120000,Diesel,Manual,Second Owner,14.0 kmpl,2523 CC,7,2006
Ford Ecosport 1.5 DV5 MT Trend,515000,68609,Diesel,Manual,First Owner,22.7 kmpl,1498 CC,5,2016
Ford EcoSport 1.5 TDCi Titanium BE BSIV,925000,33360,Diesel,Manual,First Owner,22.77 kmpl,1498 CC,5,2018
Mahindra Marazzo M8,1460000,5000,Diesel,Manual,First Owner,17.3 kmpl,1497 CC,7,2019
Isuzu MUX 2WD,2700000,10000,Diesel,Automatic,First Owner,13.8 kmpl,2999 CC,7,2019
Tata Nexon 1.5 Revotorq XZ Plus,830000,35000,Diesel,Manual,First Owner,21.5 kmpl,1497 CC,5,2017
Ford EcoSport 1.5 Diesel Titanium BSIV,975000,30000,Diesel,Manual,First Owner,23.0 kmpl,1498 CC,5,2019
Ford Aspire Trend Plus,620000,15000,Petrol,Manual,First Owner,20.4 kmpl,1194 CC,5,2018
Nissan Kicks XL BSIV,860000,14317,Petrol,Manual,First Owner,14.23 kmpl,1498 CC,5,2019
Datsun GO T Option BSIV,430000,5000,Petrol,Manual,Second Owner,20.63 kmpl,1198 CC,5,2018
Honda City i-VTEC CVT ZX,1227000,5000,Petrol,Automatic,First Owner,18.0 kmpl,1497 CC,5,2019
Honda City i VTEC V,860000,28000,Petrol,Manual,First Owner,17.8 kmpl,1497 CC,5,2017
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,40000,Diesel,Manual,First Owner,23.0 kmpl,1498 CC,5,2018
Ford Figo Diesel Titanium,225000,87237,Diesel,Manual,Second Owner,20.0 kmpl,1399 CC,5,2012
Chevrolet Captiva LT,500000,99500,Diesel,Manual,Third Owner,11.5 kmpl,1991 CC,7,2011
Ford Figo 1.5D Trend MT,500000,62960,Diesel,Manual,First Owner,25.83 kmpl,1498 CC,5,2017
MG Hector Smart DCT,1700000,16500,Petrol,Automatic,First Owner,13.96 kmpl,1451 CC,5,2019
Maruti Ertiga VDI,545000,110000,Diesel,Manual,First Owner,20.77 kmpl,1248 CC,7,2014
Maruti Swift VDI,400000,72000,Diesel,Manual,First Owner,22.9 kmpl,1248 CC,5,2011
Maruti Swift Dzire LDI,650000,50000,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2018
Hyundai Verna 1.6 Xi ABS,114999,55000,Petrol,Manual,Second Owner,13.9 kmpl,1599 CC,5,2008
Maruti Baleno Sigma 1.3,562000,60000,Diesel,Manual,First Owner,27.39 kmpl,1248 CC,5,2015
Tata Sumo SE,96000,120000,Diesel,Manual,First Owner,14.07 kmpl,2956 CC,7,2002
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,Automatic,First Owner,13.6 kmpl,1999 CC,5,2017
Lexus ES 300h,5150000,20000,Petrol,Automatic,First Owner,22.37 kmpl,2487 CC,5,2019
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,First Owner,19.33 kmpl,1999 CC,5,2017
Tata Safari Storme EX,503000,110000,Diesel,Manual,First Owner,14.1 kmpl,2179 CC,7,2015
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,First Owner,18.0 kmpl,1969 CC,5,2019
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,First Owner,19.16 kmpl,2494 CC,5,2016
Maruti Wagon R LXI,225000,58343,Petrol,Manual,First Owner,21.79 kmpl,998 CC,5,2013
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,First Owner,27.39 kmpl,1248 CC,5,2018
Honda Jazz VX,550000,56494,Petrol,Manual,First Owner,18.2 kmpl,1199 CC,5,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC,7,2013
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC,5,2019
Toyota Etios VX,625000,25538,Petrol,Manual,First Owner,16.78 kmpl,1496 CC,5,2017
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC,5,2018
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,First Owner,24.0 kmpl,1186 CC,5,2017
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC,5,2019
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC,5,2019
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,First Owner,19.0 kmpl,1199 CC,5,2019
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,First Owner,14.3 kmpl,1598 CC,5,2016
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,First Owner,16.8 kmpl,1984 CC,5,2018
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,Automatic,First Owner,13.6 kmpl,1999 CC,5,2017
Lexus ES 300h,5150000,20000,Petrol,Automatic,First Owner,22.37 kmpl,2487 CC,5,2019
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,First Owner,19.33 kmpl,1999 CC,5,2017
Tata Safari Storme EX,503000,110000,Diesel,Manual,First Owner,14.1 kmpl,2179 CC,7,2015
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,First Owner,18.0 kmpl,1969 CC,5,2019
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,First Owner,19.16 kmpl,2494 CC,5,2016
Maruti Wagon R LXI,225000,58343,Petrol,Manual,First Owner,21.79 kmpl,998 CC,5,2013
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,First Owner,27.39 kmpl,1248 CC,5,2018
Honda Jazz VX,550000,56494,Petrol,Manual,First Owner,18.2 kmpl,1199 CC,5,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC,7,2013
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC,5,2019
Toyota Etios VX,625000,25538,Petrol,Manual,First Owner,16.78 kmpl,1496 CC,5,2017
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC,5,2018
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,First Owner,24.0 kmpl,1186 CC,5,2017
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC,5,2019
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC,5,2019
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,First Owner,19.0 kmpl,1199 CC,5,2019
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,First Owner,14.3 kmpl,1598 CC,5,2016
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,First Owner,16.8 kmpl,1984 CC,5,2018
Mitsubishi Lancer 2.0 LXd,155000,100000,Diesel,Manual,Third Owner,14.8 kmpl,1998 CC,5,1999
Maruti Swift VDI BSIV,210000,120000,Diesel,Manual,Fourth & Above Owner,,,,2009
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,Automatic,First Owner,13.6 kmpl,1999 CC,5,2017
Lexus ES 300h,5150000,20000,Petrol,Automatic,First Owner,22.37 kmpl,2487 CC,5,2019
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,First Owner,19.33 kmpl,1999 CC,5,2017
Tata Safari Storme EX,503000,110000,Diesel,Manual,First Owner,14.1 kmpl,2179 CC,7,2015
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,First Owner,18.0 kmpl,1969 CC,5,2019
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,First Owner,19.16 kmpl,2494 CC,5,2016
Maruti Wagon R LXI,225000,58343,Petrol,Manual,First Owner,21.79 kmpl,998 CC,5,2013
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,First Owner,27.39 kmpl,1248 CC,5,2018
Honda Jazz VX,550000,56494,Petrol,Manual,First Owner,18.2 kmpl,1199 CC,5,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC,7,2013
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC,5,2019
Toyota Etios VX,625000,25538,Petrol,Manual,First Owner,16.78 kmpl,1496 CC,5,2017
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC,5,2018
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,First Owner,24.0 kmpl,1186 CC,5,2017
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC,5,2019
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC,5,2019
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,First Owner,19.0 kmpl,1199 CC,5,2019
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,First Owner,14.3 kmpl,1598 CC,5,2016
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,First Owner,16.8 kmpl,1984 CC,5,2018
Ford Fiesta 1.5 TDCi Titanium,590000,80000,Diesel,Manual,First Owner,25.01 kmpl,1498 CC,5,2015
Hyundai Xcent 1.1 CRDi S,350000,120000,Diesel,Manual,Second Owner,24.4 kmpl,1120 CC,5,2016
Maruti Ignis 1.2 Zeta BSIV,484999,30000,Petrol,Manual,First Owner,20.89 kmpl,1197 CC,5,2017
Tata Indica Vista TDI LS,240000,110000,Diesel,Manual,Second Owner,19.1 kmpl,1405 CC,5,2015
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,500000,219000,Diesel,Manual,Second Owner,12.8 kmpl,2494 CC,8,2008
Maruti Alto 800 LXI,300000,80000,Petrol,Manual,First Owner,24.7 kmpl,796 CC,5,2017
Maruti Ciaz RS ZDi Plus SHVS,750000,80000,Diesel,Manual,First Owner,28.09 kmpl,1248 CC,5,2016
Maruti Swift Dzire VXI,574000,35000,Petrol,Manual,Second Owner,20.85 kmpl,1197 CC,5,2016
Tata Indica Vista Quadrajet 90 VX,200000,167000,Diesel,Manual,First Owner,22.3 kmpl,1248 CC,5,2013
Hyundai Creta 1.6 CRDi SX Option,1100000,94000,Diesel,Manual,First Owner,19.67 kmpl,1582 CC,5,2016
Hyundai Santro Xing GL Plus,350000,80000,Petrol,Manual,First Owner,17.92 kmpl,1086 CC,5,2012
Maruti 800 DX,70000,100000,Petrol,Manual,Second Owner,16.1 kmpl,796 CC,4,1998
Ford Ikon 1.3 Flair,120000,90000,Petrol,Manual,Second Owner,13.8 kmpl,1299 CC,5,2005
Toyota Innova 2.5 G (Diesel) 7 Seater,700000,246000,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC,7,2012
Maruti Baleno Sigma 1.2,500000,10000,Petrol,Manual,First Owner,21.4 kmpl,1197 CC,5,2019
Tata Indigo CS LS (TDI) BS-III,370000,90000,Diesel,Manual,First Owner,19.09 kmpl,1405 CC,5,2016
Tata Tigor 2017-2020 XZ Plus,600000,5200,Petrol,Manual,First Owner,20.3 kmpl,1199 CC,5,2019
Maruti Zen LX - BS III,100000,120000,Petrol,Manual,Second Owner,17.3 kmpl,993 CC,5,2006
Maruti Swift VDI,409999,90000,Diesel,Manual,Second Owner,22.9 kmpl,1248 CC,5,2013
Honda City i VTEC CVT SV,750000,50000,Petrol,Automatic,First Owner,18.0 kmpl,1497 CC,5,2016
Hyundai Grand i10 1.2 Kappa Asta,600000,5000,Petrol,Manual,First Owner,18.9 kmpl,1197 CC,5,2017
Mahindra KUV 100 G80 K8 Dual Tone,550000,10500,Petrol,Manual,First Owner,18.15 kmpl,1198 CC,6,2018
Renault Duster 110PS Diesel RxZ,950000,26000,Diesel,Manual,First Owner,19.6 kmpl,1461 CC,5,2018
Mahindra Scorpio VLX 2WD ABS AT BSIII,645000,139000,Diesel,Automatic,First Owner,11.79 kmpl,2179 CC,8,2014
Mahindra XUV500 W8 2WD,750000,60000,Diesel,Manual,Second Owner,15.1 kmpl,2179 CC,7,2014
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,650000,40000,Petrol,Manual,First Owner,11.7 kmpl,1796 CC,5,2006
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,800000,25000,Petrol,Manual,First Owner,15.85 kmpl,1499 CC,5,2015
Toyota Corolla Altis 1.8 J,350000,60000,Petrol,Manual,Second Owner,14.53 kmpl,1798 CC,5,2010
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,700000,25000,Petrol,Manual,First Owner,15.85 kmpl,1499 CC,5,2015
Maruti Swift Dzire ZXi,335000,15000,Petrol,Manual,First Owner,17.5 kmpl,1298 CC,5,2011
Maruti Swift Dzire LDi,270000,110000,Diesel,Manual,First Owner,19.3 kmpl,1248 CC,5,2012
Hyundai Santro GLS I - Euro II,52000,70000,Petrol,Manual,Second Owner,,,,2001
Maruti Swift Dzire ZDi,320000,100000,Diesel,Manual,Second Owner,19.3 kmpl,1248 CC,5,2010
Hyundai Santro Xing XS,120000,120000,Petrol,Manual,First Owner,17.8 kmpl,1086 CC,5,2007
Audi A4 1.8 TFSI,730000,55000,Petrol,Automatic,Second Owner,12.3 kmpl,1781 CC,5,2010
Maruti SX4 Vxi BSIII,125000,120000,Petrol,Manual,Third Owner,15.0 kmpl,1586 CC,5,2007
Maruti Zen Estilo 1.1 LXI BSIII,150000,35000,Petrol,Manual,First Owner,18.2 kmpl,1061 CC,5,2007
Maruti Alto 800 LXI,310000,13000,Petrol,Manual,First Owner,24.7 kmpl,796 CC,5,2018
Maruti Swift Dzire VDI,625000,50000,Diesel,Manual,First Owner,26.59 kmpl,1248 CC,5,2015
Hyundai i10 Magna,267000,40000,Petrol,Manual,First Owner,20.36 kmpl,1197 CC,5,2012
Hyundai i20 Active 1.2 SX Dual Tone,600000,25000,Petrol,Manual,First Owner,17.19 kmpl,1197 CC,5,2016
Maruti Eeco 7 Seater Standard BSIV,180000,110000,Petrol,Manual,Second Owner,15.37 kmpl,1196 CC,7,2011
Toyota Glanza G Smart Hybrid,700000,5000,Petrol,Manual,First Owner,23.87 kmpl,1197 CC,5,2019
Maruti 800 AC,121000,50000,Petrol,Manual,Second Owner,16.1 kmpl,796 CC,4,2013
Hyundai Grand i10 Asta,350000,80000,Petrol,Manual,Third Owner,18.9 kmpl,1197 CC,5,2014
Toyota Innova 2.5 G (Diesel) 8 Seater,869999,225000,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC,8,2012
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,Automatic,First Owner,13.6 kmpl,1999 CC,5,2017
Lexus ES 300h,5150000,20000,Petrol,Automatic,First Owner,22.37 kmpl,2487 CC,5,2019
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,First Owner,19.33 kmpl,1999 CC,5,2017
Tata Safari Storme EX,503000,110000,Diesel,Manual,First Owner,14.1 kmpl,2179 CC,7,2015
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,First Owner,18.0 kmpl,1969 CC,5,2019
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,First Owner,19.16 kmpl,2494 CC,5,2016
Maruti Wagon R LXI,225000,58343,Petrol,Manual,First Owner,21.79 kmpl,998 CC,5,2013
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,First Owner,27.39 kmpl,1248 CC,5,2018
Honda Jazz VX,550000,56494,Petrol,Manual,First Owner,18.2 kmpl,1199 CC,5,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC,7,2013
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC,5,2019
Toyota Etios VX,625000,25538,Petrol,Manual,First Owner,16.78 kmpl,1496 CC,5,2017
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC,5,2018
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,First Owner,24.0 kmpl,1186 CC,5,2017
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC,5,2019
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC,5,2019
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,First Owner,19.0 kmpl,1199 CC,5,2019
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,First Owner,14.3 kmpl,1598 CC,5,2016
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,First Owner,16.8 kmpl,1984 CC,5,2018
Maruti Wagon R LX BSIII,80000,100000,Petrol,Manual,Third Owner,17.3 kmpl,1061 CC,5,2008
Hyundai i10 Era 1.1,120000,93331,Petrol,Manual,Second Owner,19.81 kmpl,1086 CC,5,2008
Mahindra Scorpio M2DI,370000,120000,Diesel,Manual,Second Owner,13.5 kmpl,2179 CC,5,2012
Nissan Terrano XL 110 PS,750000,70000,Diesel,Manual,First Owner,19.01 kmpl,1461 CC,5,2015
Mahindra Bolero Power Plus Plus Non AC BSIV PS,484999,100000,Diesel,Manual,First Owner,15.96 kmpl,2523 CC,9,2015
Hyundai Accent CRDi,120000,90000,Diesel,Manual,Second Owner,13.1 kmpl,1493 CC,5,2006
Honda City i VTEC V,860000,28000,Petrol,Manual,First Owner,17.8 kmpl,1497 CC,5,2017
Maruti Swift Dzire LDI,650000,50000,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2018
Maruti Ertiga ZDI,650000,90000,Diesel,Manual,First Owner,20.77 kmpl,1248 CC,7,2014
Hyundai Verna 1.4 CRDi,710000,40000,Diesel,Manual,First Owner,24.8 kmpl,1396 CC,5,2016
Ford Figo 1.5D Base MT,430000,113000,Diesel,Manual,First Owner,25.83 kmpl,1498 CC,5,2017
Maruti Swift Vdi BSIII,305000,188000,Diesel,Manual,Second Owner,17.8 kmpl,1248 CC,5,2011
Ford Figo Diesel Titanium,220000,100000,Diesel,Manual,First Owner,20.0 kmpl,1399 CC,5,2011
Tata Sumo MKII Turbo 2.0 LX,150000,225000,Diesel,Manual,Third Owner,14.0 kmpl,1948 CC,9,2010
Mahindra TUV 300 mHAWK100 T8,660000,67000,Diesel,Manual,Second Owner,18.49 kmpl,1493 CC,7,2017
Chevrolet Beat Diesel LT Option,140000,70000,Diesel,Manual,Fourth & Above Owner,25.44 kmpl,936 CC,5,2011
Toyota Corolla Altis JS MT,1100000,50000,Petrol,Manual,First Owner,14.28 kmpl,1798 CC,5,2015
Jaguar XF 2.2 Litre Luxury,2450000,60000,Diesel,Automatic,First Owner,16.36 kmpl,2179 CC,5,2013
Volkswagen Ameo 1.5 TDI Comfortline AT,625000,34000,Diesel,Automatic,First Owner,22.0 kmpl,1498 CC,5,2017
Honda City 1.5 GXI,198000,110000,Petrol,Manual,Third Owner,12.8 kmpl,1493 CC,5,2004
Hyundai Santro GS zipPlus,60000,71000,Petrol,Manual,Second Owner,,,,2001
Maruti Wagon R LXI,130000,140000,Petrol,Manual,Second Owner,18.9 kmpl,998 CC,5,2005
Honda City Corporate Edition,540000,100000,Petrol,Manual,Second Owner,16.8 kmpl,1497 CC,5,2012
Hyundai Grand i10 1.2 Kappa Sportz AT,550000,10000,Petrol,Automatic,First Owner,18.9 kmpl,1197 CC,5,2017
Maruti Celerio ZXI Optional,475000,30000,Petrol,Manual,First Owner,21.63 kmpl,998 CC,5,2018
Toyota Fortuner 2.8 4WD AT BSIV,3100000,90000,Diesel,Automatic,First Owner,15.04 kmpl,2755 CC,7,2016
Maruti Ritz VDi,217000,120000,Diesel,Manual,First Owner,21.1 kmpl,1248 CC,5,2010
Hyundai Santro LE,35000,184000,Petrol,Manual,Second Owner,,,,2002
Maruti Swift Dzire AMT ZXI Plus,750000,6500,Petrol,Automatic,First Owner,21.21 kmpl,1197 CC,5,2019
Maruti Gypsy King ST BSIII,350000,80000,Petrol,Manual,First Owner,11.96 kmpl,1298 CC,8,2010
